,wheatfield,ranch,forest,mine,appleorchard,bakery,conveniencestore,cheesefactory,furniturefactory,fruitandveggiemarket,cafe,familyrestaurant,stadium,tvstation,businesscenter,trainstation,shoppingmall,amusementpark,radiotower,gold
328,4,1,0,2,4,2,1,1,2,2,0,1,1,1,1,1,1,1,1,7
329,2,2,2,1,2,2,0,0,0,1,2,2,1,1,1,1,1,1,1,28
330,3,1,2,3,1,3,0,1,1,1,3,2,1,0,1,1,1,1,1,44
331,1,3,1,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,5
332,2,2,1,2,3,2,1,1,3,1,1,2,1,1,1,1,1,1,1,6
333,3,2,2,3,1,3,2,1,4,0,0,0,1,1,1,1,1,1,1,55
334,2,0,3,3,0,2,0,1,3,2,2,0,1,1,1,1,1,1,1,7
335,3,1,2,3,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,18
336,2,2,2,2,1,3,3,1,1,0,2,1,1,0,1,1,1,1,1,9
337,2,2,1,1,3,2,1,3,1,0,3,1,1,1,1,1,1,1,1,6
338,2,2,1,0,3,1,2,2,1,0,2,2,0,1,0,1,1,1,1,27
339,2,0,0,2,0,4,2,2,2,2,2,1,1,1,1,1,1,1,1,22
340,2,1,3,1,2,3,0,0,0,1,1,1,0,1,0,1,1,1,1,2
341,5,0,0,0,1,2,1,1,3,2,1,3,1,1,1,1,1,1,1,6
342,3,2,1,3,2,1,1,1,2,3,2,0,1,0,1,1,1,1,1,6
343,1,2,2,1,0,5,1,0,2,2,1,1,1,1,1,1,1,1,1,8
344,2,2,1,0,2,1,0,1,3,2,2,1,1,1,0,1,1,1,1,0
345,2,1,2,1,2,1,4,3,1,1,1,0,1,1,0,1,1,1,1,6
346,2,3,1,3,2,2,1,3,1,0,3,0,1,1,1,1,1,1,1,35
347,2,0,0,1,2,3,1,2,2,2,3,1,1,1,1,1,1,1,1,4
348,3,3,1,3,2,2,2,1,2,0,0,1,1,1,1,1,1,1,1,4
349,2,3,1,5,1,3,0,1,1,0,0,0,1,1,1,1,1,1,1,14
350,3,1,2,3,1,1,2,0,1,0,2,1,1,1,1,1,1,1,1,20
351,2,4,1,2,2,2,1,2,1,0,2,2,1,1,1,1,1,1,1,5
352,3,1,1,2,2,2,2,1,0,0,3,1,1,1,1,1,1,1,1,28
353,3,2,0,1,0,3,2,0,2,2,2,2,1,1,0,1,1,1,1,15
354,3,2,4,1,3,1,2,0,1,1,0,2,1,1,1,1,1,1,1,13
355,1,3,0,2,1,2,2,2,2,2,1,1,0,1,1,1,1,1,1,12
356,3,0,2,1,1,3,1,0,2,2,1,1,1,1,0,1,1,1,1,2
357,2,1,1,1,2,2,2,1,2,3,1,1,0,1,1,1,1,1,1,1
358,5,0,1,1,3,1,0,1,0,2,1,1,1,0,1,1,1,1,1,3
359,3,1,0,3,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,51
360,4,2,1,0,3,1,1,2,0,1,1,1,1,1,1,1,1,1,1,5
361,3,2,2,3,4,2,2,2,2,0,0,0,0,1,1,1,1,1,1,8
362,2,2,4,2,0,2,1,2,4,0,1,0,1,1,1,1,1,1,1,62
363,4,1,1,0,1,3,2,3,1,0,3,0,1,1,0,1,1,1,1,8
364,4,2,3,2,3,2,1,1,1,0,0,2,1,1,1,1,1,1,1,73
365,4,3,1,0,0,1,1,2,2,1,1,3,1,1,1,1,1,1,1,15
366,2,2,3,2,0,4,2,0,1,0,0,2,1,1,1,1,1,1,1,29
367,2,1,2,4,1,3,2,1,3,1,1,1,1,1,1,1,1,1,1,33
368,3,1,0,2,1,1,3,1,1,2,2,2,1,1,1,1,1,1,1,24
369,3,1,3,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,11
370,2,3,1,4,1,1,2,3,2,0,2,0,1,1,1,1,1,1,1,25
371,4,2,1,4,2,3,1,1,0,2,0,1,1,1,1,1,1,1,1,53
372,1,1,3,5,2,3,1,2,2,0,2,0,1,1,1,1,1,1,1,41
373,3,2,2,2,2,2,1,0,1,1,2,1,1,0,0,1,1,1,1,4
374,3,3,2,3,0,1,3,4,1,0,0,0,1,1,1,1,1,1,1,5
375,3,1,1,2,2,2,4,1,1,1,0,2,1,1,0,1,1,1,1,33
376,1,2,3,0,2,3,1,1,1,2,2,4,1,1,1,1,1,1,1,39
377,2,1,1,2,1,2,2,0,3,2,0,2,0,1,1,1,1,1,1,46
378,3,1,0,3,1,2,1,0,1,1,2,1,0,1,1,1,1,1,1,2
379,2,3,1,0,0,2,2,0,1,1,4,4,1,1,1,1,1,1,1,15
380,2,3,2,3,1,1,0,1,4,0,2,1,1,1,1,1,1,1,1,114
381,1,1,3,1,1,3,2,3,1,0,2,1,1,0,1,1,1,1,1,17
382,2,1,3,1,2,5,0,2,1,2,1,0,1,1,1,1,1,1,1,10
383,3,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,9
384,2,2,0,2,3,1,1,0,0,2,1,2,1,1,1,1,1,1,1,10
385,1,1,3,1,0,3,2,0,0,0,3,3,1,1,1,1,1,1,1,0
386,3,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,12
387,2,3,0,2,2,2,1,2,1,0,4,0,1,1,1,1,1,1,1,13
388,2,2,3,2,1,3,0,1,3,0,1,1,1,1,1,1,1,1,1,0
389,1,2,4,0,2,3,2,3,1,0,2,1,1,1,1,1,1,1,1,23
390,1,2,3,2,1,2,2,1,3,1,0,0,1,1,1,1,1,1,1,22
391,2,0,0,3,1,3,2,1,1,1,4,0,1,1,1,1,1,1,1,15
392,3,1,1,3,1,3,2,0,1,2,2,0,1,1,1,1,1,1,1,20
393,2,3,1,2,3,3,0,1,1,2,1,0,1,1,1,1,1,1,1,1
394,3,2,1,2,3,2,0,1,1,2,0,0,1,1,1,1,1,1,1,17
395,4,1,3,1,1,1,2,1,2,2,1,2,1,1,0,1,1,1,1,3
396,3,1,1,0,4,3,2,1,1,2,0,2,1,1,0,1,1,1,1,31
397,1,5,0,3,2,2,1,2,1,1,1,0,1,1,1,1,1,1,1,18
398,1,4,1,1,2,2,1,1,2,2,1,0,1,1,1,1,1,1,1,15
399,2,2,2,2,1,1,2,3,2,2,1,0,1,1,1,1,1,1,1,19
400,2,3,2,1,3,2,2,3,0,1,1,1,1,1,1,1,1,1,1,39
401,2,3,2,0,1,4,0,3,0,2,1,1,1,1,1,1,1,1,1,42
402,2,3,2,1,2,1,1,3,0,2,1,1,1,1,1,1,1,1,1,31
403,2,1,3,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,24
404,2,2,2,2,1,1,2,2,1,2,1,0,1,1,1,1,1,1,1,0
405,3,2,2,1,2,3,2,2,1,0,0,0,1,1,1,1,1,1,1,16
406,2,3,1,2,2,2,1,3,2,1,0,1,1,1,1,1,1,1,1,25
407,2,1,1,0,1,4,2,3,1,1,2,2,1,1,1,1,1,1,1,0
408,3,2,2,1,0,2,2,2,0,3,1,2,1,1,1,1,1,1,1,25
409,1,1,2,3,2,4,0,2,2,1,0,0,1,1,1,1,1,1,1,22
410,2,1,2,1,3,3,1,3,0,1,2,1,1,1,1,1,1,1,1,0
411,2,3,2,2,1,1,2,3,2,0,1,2,1,1,1,1,1,1,1,33
412,1,3,1,3,1,3,0,0,1,2,3,1,1,1,1,1,1,1,1,52
413,3,1,3,3,0,4,0,2,1,1,1,0,1,1,1,1,1,1,1,15
414,3,0,2,1,0,3,1,0,1,1,3,3,1,1,0,1,1,1,1,19
415,3,1,1,1,2,2,1,1,0,0,1,5,1,1,1,1,1,1,1,40
416,3,0,3,2,0,3,0,2,3,1,2,1,0,1,0,1,1,1,1,17
417,3,1,3,2,2,1,2,1,2,1,2,0,1,1,1,1,1,1,1,12
418,2,2,0,2,1,4,1,1,3,1,1,1,1,1,1,1,1,1,1,0
419,4,1,0,5,1,3,1,2,3,0,0,0,1,1,1,1,1,1,1,31
420,2,1,1,3,2,2,2,4,2,1,2,0,1,1,1,1,1,1,1,3
421,1,1,3,3,0,2,1,2,4,1,2,1,1,0,1,1,1,1,1,58
422,3,1,1,4,2,1,4,2,2,2,0,0,0,0,1,1,1,1,1,67
423,3,1,2,1,2,3,2,1,0,0,1,3,1,0,0,1,1,1,1,27
424,2,3,2,2,1,3,0,1,1,1,1,3,1,1,0,1,1,1,1,17
425,2,2,2,3,2,2,1,1,3,2,0,1,0,1,1,1,1,1,1,32
426,3,1,1,2,2,2,2,2,2,1,3,0,1,1,1,1,1,1,1,44
427,1,3,2,3,0,3,2,1,1,1,1,2,1,1,1,1,1,1,1,39
428,1,2,2,1,2,4,2,2,1,2,0,1,1,1,1,1,1,1,1,3
429,3,3,2,1,2,3,0,2,0,0,2,1,1,1,1,1,1,1,1,21
430,2,1,2,1,2,3,1,0,1,2,1,3,1,1,1,1,1,1,1,15
431,4,1,1,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,45
432,1,4,1,2,2,2,2,3,0,2,1,1,1,1,1,1,1,1,1,63
433,3,0,2,2,3,3,2,0,1,0,0,3,1,1,1,1,1,1,1,7
434,3,4,2,1,4,1,1,3,1,0,1,1,1,1,1,1,1,1,1,14
435,1,3,0,4,0,4,1,0,3,2,1,0,1,1,1,1,1,1,1,21
436,2,1,2,2,1,3,2,0,1,2,1,0,1,1,1,1,1,1,1,1
437,3,0,1,2,2,4,1,1,0,0,2,3,1,1,1,1,1,1,1,10
438,2,1,0,4,4,2,3,1,2,0,0,0,1,1,1,1,1,1,1,4
439,1,2,0,4,3,4,2,1,2,2,1,0,1,1,1,1,1,1,1,7
440,2,3,1,2,2,3,2,2,1,0,0,0,1,1,1,1,1,1,1,0
441,3,0,2,2,1,3,1,1,4,0,0,0,1,1,1,1,1,1,1,7
442,1,3,2,3,2,2,1,0,3,0,1,2,1,1,1,1,1,1,1,47
443,1,3,0,4,2,1,3,2,1,2,0,0,1,1,1,1,1,1,1,19
444,3,0,0,1,3,3,3,2,1,1,2,2,1,1,1,1,1,1,1,29
445,2,2,3,4,3,2,1,3,1,0,0,0,1,1,1,1,1,1,1,30
446,2,2,3,0,2,1,2,3,1,0,3,2,1,0,0,1,1,1,1,12
447,3,2,2,1,1,2,1,3,0,1,2,0,1,1,1,1,1,1,1,3
448,2,1,2,4,0,4,3,1,1,0,0,1,1,1,1,1,1,1,1,26
449,4,0,1,3,2,2,1,2,2,2,1,0,1,1,1,1,1,1,1,12
450,3,2,2,4,1,2,3,1,1,0,0,0,1,1,1,1,1,1,1,72
451,3,2,0,3,3,2,2,2,2,1,0,0,1,1,1,1,1,1,1,22
452,1,1,3,3,1,4,1,1,3,1,0,2,1,1,1,1,1,1,1,73
453,3,1,2,0,2,2,2,2,0,2,2,3,1,1,0,1,1,1,1,8
454,2,2,1,1,2,4,1,1,0,1,0,4,1,1,1,1,1,1,1,42
455,4,4,2,2,0,1,0,3,0,0,0,0,1,1,1,1,1,1,1,29
456,2,3,0,2,3,1,1,3,2,0,1,1,1,1,1,1,1,1,1,19
457,3,2,2,5,1,3,1,2,1,0,0,0,1,1,1,1,1,1,1,47
458,1,3,3,1,2,2,1,1,2,0,1,2,1,1,1,1,1,1,1,11
459,4,2,2,0,0,2,0,1,1,1,1,0,1,1,0,1,1,1,1,22
460,3,2,1,4,2,2,2,1,3,0,0,0,1,1,1,1,1,1,1,58
461,2,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,11
462,2,1,1,2,2,2,2,1,1,2,2,2,0,0,0,1,1,1,1,3
463,3,0,2,2,1,1,4,0,3,2,1,1,1,1,1,1,1,1,1,1
464,2,1,1,2,1,2,2,3,0,0,2,2,1,1,1,1,1,1,1,4
465,3,3,2,1,1,3,1,1,1,0,2,2,1,0,1,1,1,1,1,34
466,2,0,3,2,3,3,3,2,2,0,1,0,1,0,1,1,1,1,1,34
467,2,2,1,1,1,1,1,1,2,2,4,2,1,1,1,1,1,1,1,9
468,2,1,0,4,2,4,1,1,1,3,0,0,1,1,1,1,1,1,1,29
469,2,2,1,2,3,3,1,4,0,1,1,0,1,1,1,1,1,1,1,1
470,3,0,3,4,2,2,2,1,0,2,0,1,1,1,1,1,1,1,1,3
471,4,0,0,4,2,3,3,1,1,1,1,0,1,0,1,1,1,1,1,22
472,2,2,2,1,1,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1
473,4,4,2,1,0,2,2,3,1,1,1,0,1,1,1,1,1,1,1,0
474,1,3,5,3,1,5,2,2,2,0,0,0,1,1,1,1,1,1,1,39
475,3,1,0,4,1,3,2,2,1,1,0,0,1,1,1,1,1,1,1,7
476,5,1,0,3,0,1,1,1,1,2,2,2,1,1,1,1,1,1,1,26
477,2,1,1,1,2,3,1,1,0,4,1,1,1,1,1,1,1,1,1,12
478,3,1,2,1,1,3,1,1,2,3,1,2,1,0,0,1,1,1,1,18
479,3,2,1,3,5,2,0,1,2,2,0,0,1,1,1,1,1,1,1,60
480,3,0,1,1,2,4,2,0,2,1,1,2,1,1,0,1,1,1,1,24
481,4,2,2,2,2,2,1,0,1,0,2,0,0,1,1,1,1,1,1,4
482,3,1,2,1,0,2,2,2,1,2,2,0,1,1,1,1,1,1,1,5
483,3,1,1,1,1,2,2,2,1,2,2,0,1,1,0,1,1,1,1,7
484,2,3,1,4,1,1,0,1,3,1,2,0,1,1,1,1,1,1,1,17
485,2,1,1,2,2,4,0,2,0,2,3,0,1,1,1,1,1,1,1,1
486,3,1,3,1,2,1,0,2,1,1,1,3,1,1,1,1,1,1,1,37
487,4,2,1,3,0,2,0,1,2,2,1,0,1,1,1,1,1,1,1,8
488,3,1,1,4,1,3,1,1,1,0,3,3,1,1,1,1,1,1,1,74
489,2,0,1,1,1,4,2,3,3,1,3,0,0,1,0,1,1,1,1,4
490,3,1,2,1,0,2,1,1,2,2,2,2,1,1,1,1,1,1,1,10
491,2,0,1,4,1,3,3,4,1,0,0,1,1,1,1,1,1,1,1,45
492,3,1,0,0,1,3,1,1,2,1,1,6,1,1,1,1,1,1,1,24
493,3,1,2,3,1,2,0,1,3,1,3,0,1,1,1,1,1,1,1,6
494,2,3,3,2,0,2,0,2,2,2,3,0,1,1,1,1,1,1,1,11
495,2,1,3,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,30
496,3,3,1,3,2,2,0,2,2,2,1,1,1,1,1,1,1,1,1,10
497,2,1,2,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,24
498,4,2,2,2,0,2,1,0,4,1,2,1,1,1,1,1,1,1,1,3
499,2,1,3,3,1,1,1,1,3,2,0,2,1,1,1,1,1,1,1,1
500,2,1,3,1,1,3,3,2,0,3,0,0,1,0,1,1,1,1,1,12
501,3,0,1,2,1,2,4,2,1,1,3,1,0,1,0,1,1,1,1,47
502,2,2,2,2,1,3,2,1,2,2,1,0,1,1,1,1,1,1,1,3
503,2,1,0,2,2,2,2,0,1,0,2,2,1,0,0,1,1,1,1,8
504,3,4,1,1,1,1,1,3,1,1,1,0,1,1,1,1,1,1,1,9
505,1,2,2,1,3,4,1,2,0,0,1,2,1,1,0,1,1,1,1,15
506,3,1,3,0,1,4,2,0,1,0,1,3,1,1,0,1,1,1,1,5
507,2,3,4,1,0,2,2,3,0,1,0,2,1,0,1,1,1,1,1,21
508,4,2,3,3,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,49
509,4,1,1,5,0,4,0,0,3,0,0,2,1,1,1,1,1,1,1,6
510,3,3,2,2,1,2,2,0,3,0,2,0,1,1,1,1,1,1,1,4
511,2,2,1,3,2,2,1,0,1,1,3,3,1,1,1,1,1,1,1,19
512,3,2,1,3,2,2,2,2,1,0,0,1,0,1,1,1,1,1,1,44
513,2,1,2,4,2,1,1,1,0,3,2,0,1,1,1,1,1,1,1,13
514,2,2,2,4,1,5,3,0,2,0,0,0,1,1,1,1,1,1,1,4
515,2,3,2,3,0,3,2,0,2,1,1,2,1,1,1,1,1,1,1,54
516,2,0,1,1,2,5,1,0,3,1,2,1,1,1,1,1,1,1,1,5
517,2,3,1,2,2,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1
518,2,2,1,2,1,3,4,2,0,1,0,1,1,0,0,1,1,1,1,21
519,1,2,2,1,2,2,1,1,3,0,2,2,1,1,1,1,1,1,1,5
520,3,2,1,3,0,3,2,2,1,1,2,0,1,0,1,1,1,1,1,25
521,1,1,1,3,2,3,1,1,2,0,3,1,1,1,1,1,1,1,1,14
522,2,2,1,3,1,2,2,0,1,1,2,1,1,1,1,1,1,1,1,0
523,4,1,1,1,3,2,2,0,1,1,0,0,1,1,1,1,1,1,1,2
524,3,3,2,0,0,1,1,1,3,0,0,0,1,1,0,1,1,1,1,2
525,1,1,2,2,1,4,4,0,0,1,4,0,1,1,0,1,1,1,1,20
526,4,2,3,2,1,2,2,0,1,0,0,3,1,1,1,1,1,1,1,14
527,3,1,3,2,0,2,1,0,2,1,2,3,1,0,0,1,1,1,1,10
528,4,2,3,0,0,2,1,0,0,0,1,2,1,1,0,1,1,1,1,5
529,2,3,2,3,2,2,2,3,2,0,0,0,1,1,1,1,1,1,1,51
530,3,3,1,2,1,2,1,3,0,2,1,1,1,1,1,1,1,1,1,2
531,2,3,1,3,3,4,1,3,1,0,0,1,1,1,1,1,1,1,1,4
532,1,0,4,0,0,4,1,0,1,2,5,2,0,0,1,1,1,1,1,14
533,1,2,2,2,1,3,1,2,0,1,3,1,1,1,1,1,1,1,1,15
534,1,0,2,3,2,3,2,2,4,1,0,0,1,1,1,1,1,1,1,2
535,2,1,0,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,17
536,3,2,0,2,2,2,1,1,0,3,2,0,1,1,1,1,1,1,1,13
537,2,4,1,2,0,2,1,2,1,1,1,0,1,1,1,1,1,1,1,21
538,2,2,1,2,2,3,4,2,0,0,1,1,1,0,1,1,1,1,1,66
539,3,0,4,2,1,3,1,2,4,0,0,0,1,1,1,1,1,1,1,25
540,4,2,4,2,2,1,1,2,1,0,2,2,1,0,1,1,1,1,1,21
541,2,2,0,3,3,1,3,1,2,2,1,0,1,1,1,1,1,1,1,8
542,3,0,2,3,1,2,0,1,2,2,1,0,1,1,1,1,1,1,1,5
543,3,2,2,3,1,1,0,1,3,0,2,0,1,1,1,1,1,1,1,3
544,1,3,2,3,3,2,0,3,2,0,0,0,1,1,1,1,1,1,1,33
545,2,1,3,2,1,2,2,1,2,2,1,0,1,1,1,1,1,1,1,57
546,2,5,2,0,3,1,0,4,0,3,0,0,1,1,1,1,1,1,1,35
547,3,1,1,4,2,2,1,1,2,1,0,0,1,1,1,1,1,1,1,75
548,3,1,1,3,1,2,2,2,2,0,0,0,1,1,1,1,1,1,1,15
549,4,4,0,0,2,1,0,0,1,4,1,2,1,1,0,1,1,1,1,4
550,2,4,2,0,1,2,0,0,1,2,3,3,1,0,0,1,1,1,1,2
551,2,0,3,3,3,3,0,0,2,1,3,1,1,1,1,1,1,1,1,50
552,3,2,1,3,2,3,1,0,2,0,1,0,1,1,1,1,1,1,1,64
553,3,2,2,3,1,1,1,3,2,1,3,0,1,1,1,1,1,1,1,17
554,3,2,2,3,0,1,0,0,2,1,2,0,1,1,1,1,1,1,1,14
555,2,3,0,1,1,2,1,2,0,1,1,3,1,0,0,1,1,1,1,11
556,2,0,0,2,1,4,0,1,1,0,3,5,1,1,1,1,1,1,1,46
557,1,0,2,1,3,3,4,1,1,1,0,3,1,0,0,1,1,1,1,0
558,2,1,2,3,1,2,1,1,3,4,0,0,1,1,1,1,1,1,1,21
559,2,2,3,2,1,3,1,0,2,0,2,0,0,1,0,1,1,1,1,52
560,3,1,2,1,2,1,2,0,2,2,2,1,1,1,1,1,1,1,1,4
561,3,0,2,1,1,4,2,2,0,1,2,2,1,1,1,1,1,1,1,0
562,3,1,4,2,0,2,2,3,2,0,1,0,1,1,1,1,1,1,1,11
563,2,2,2,2,2,3,2,2,2,0,1,0,1,1,1,1,1,1,1,10
564,4,1,1,0,2,2,2,0,0,2,3,1,1,1,1,1,1,1,1,4
565,2,0,3,0,2,4,0,0,1,2,3,2,1,1,1,1,1,1,1,32
566,3,2,1,0,1,2,0,2,1,5,3,1,1,1,1,1,1,1,1,16
567,4,1,1,1,3,2,1,1,3,0,1,1,1,1,1,1,1,1,1,18
568,3,2,2,0,3,2,0,1,3,1,1,3,1,1,1,1,1,1,1,11
569,3,0,1,3,2,3,0,1,2,1,3,0,1,1,1,1,1,1,1,2
570,4,0,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,14
571,4,3,2,2,1,1,1,2,1,0,0,0,1,1,1,1,1,1,1,7
572,2,3,1,1,0,2,3,1,3,2,2,0,1,1,1,1,1,1,1,5
573,2,1,2,4,1,3,3,0,1,0,0,0,1,1,1,1,1,1,1,83
574,3,0,2,3,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,24
575,3,3,1,1,2,1,2,3,0,3,1,0,1,1,1,1,1,1,1,1
576,5,2,0,1,1,1,3,0,0,1,2,0,1,1,1,1,1,1,1,13
577,1,3,1,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,11
578,2,3,1,0,2,1,1,0,4,0,2,2,1,1,1,1,1,1,1,41
579,2,3,0,3,2,1,0,3,1,1,0,0,1,1,1,1,1,1,1,9
580,1,1,1,2,2,4,2,2,1,1,2,2,1,1,0,1,1,1,1,18
581,3,3,1,2,2,2,2,0,0,1,1,1,1,1,0,1,1,1,1,26
582,3,2,1,4,2,3,0,1,2,2,1,0,1,1,1,1,1,1,1,95
583,2,3,0,3,2,3,1,1,2,1,1,0,1,1,1,1,1,1,1,25
584,3,1,2,2,1,3,0,1,2,2,1,1,1,0,1,1,1,1,1,9
585,2,2,1,3,1,1,2,2,2,1,2,0,1,1,1,1,1,1,1,7
586,2,2,1,1,1,2,2,2,1,2,3,1,1,1,1,1,1,1,1,23
587,3,2,2,2,2,3,0,1,0,2,1,2,1,1,1,1,1,1,1,15
588,2,3,2,2,1,3,0,1,0,0,0,0,0,1,1,1,1,1,1,12
589,3,1,1,3,0,2,3,2,4,0,0,0,1,0,1,1,1,1,1,9
590,2,1,2,1,0,2,2,1,2,3,1,2,1,1,1,1,1,1,1,25
591,5,1,1,2,2,2,2,1,2,0,0,3,1,1,0,1,1,1,1,23
592,3,3,1,1,2,1,1,2,2,0,2,0,1,1,0,1,1,1,1,3
593,3,1,1,3,1,4,0,1,1,3,2,0,1,1,1,1,1,1,1,30
594,2,3,1,2,2,3,1,1,1,1,2,0,1,1,1,1,1,1,1,1
595,3,0,1,3,1,2,2,0,1,2,1,1,0,1,1,1,1,1,1,24
596,3,2,1,2,1,2,0,2,1,2,1,2,1,1,1,1,1,1,1,6
597,2,1,0,3,1,4,2,3,2,1,2,0,1,1,1,1,1,1,1,18
598,4,1,0,1,1,3,0,3,0,1,3,1,1,1,1,1,1,1,1,2
599,4,1,1,3,2,3,0,0,1,0,2,2,1,1,1,1,1,1,1,33
600,5,0,1,3,1,2,1,0,2,0,0,0,1,1,1,1,1,1,1,16
601,3,2,2,2,2,2,2,0,2,0,3,1,1,1,1,1,1,1,1,29
602,2,2,1,1,0,1,1,1,1,2,2,0,1,1,0,1,1,1,1,5
603,5,0,1,0,4,2,1,0,0,1,1,2,1,1,0,1,1,1,1,3
604,2,2,1,2,2,2,3,0,0,4,0,0,1,1,0,1,1,1,1,6
605,4,1,4,0,0,1,1,0,1,2,1,2,1,1,1,1,1,1,1,1
606,3,1,2,0,3,2,1,2,1,0,3,2,1,0,0,1,1,1,1,0
607,3,1,1,2,2,2,1,3,0,1,2,0,1,1,0,1,1,1,1,7
608,3,1,2,2,2,2,3,1,1,3,2,1,1,1,1,1,1,1,1,19
609,1,0,3,4,1,1,3,0,3,0,3,2,1,1,1,1,1,1,1,15
610,2,2,2,3,2,2,1,3,0,1,1,1,1,1,0,1,1,1,1,0
611,3,3,3,0,1,2,1,1,2,0,2,0,1,1,1,1,1,1,1,3
612,3,2,0,2,2,1,2,2,2,0,0,2,1,1,1,1,1,1,1,33
613,2,3,1,2,2,3,2,2,1,1,0,1,1,1,1,1,1,1,1,6
614,2,2,2,1,1,2,2,0,2,2,0,3,1,1,1,1,1,1,1,10
615,2,1,3,0,0,3,2,2,2,1,2,1,1,1,1,1,1,1,1,26
616,1,2,1,1,2,1,2,2,0,3,4,1,1,1,1,1,1,1,1,4
617,2,2,1,4,0,3,2,1,2,1,2,0,1,1,1,1,1,1,1,19
618,3,2,1,2,3,2,2,1,1,1,0,0,1,1,1,1,1,1,1,41
619,4,3,1,2,2,2,1,0,2,1,0,1,1,1,1,1,1,1,1,8
620,1,2,2,3,0,2,2,1,2,2,2,1,1,0,1,1,1,1,1,31
621,2,3,2,2,2,1,0,1,1,2,3,1,1,1,1,1,1,1,1,37
622,3,0,1,1,2,1,0,1,2,1,5,3,1,1,1,1,1,1,1,37
623,3,1,0,2,0,3,1,0,2,2,3,1,1,1,1,1,1,1,1,18
624,3,1,0,3,1,3,4,1,0,0,2,0,0,0,1,1,1,1,1,44
625,3,0,3,3,1,4,3,1,2,0,0,0,0,1,1,1,1,1,1,0
626,3,0,2,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,6
627,3,0,1,1,1,3,1,1,2,2,2,2,1,1,1,1,1,1,1,10
628,2,3,1,0,2,2,0,1,3,2,1,0,1,1,0,1,1,1,1,0
629,1,0,2,2,2,3,2,1,2,1,3,1,1,1,0,1,1,1,1,6
630,4,1,1,1,1,3,2,0,2,0,2,1,0,1,1,1,1,1,1,14
631,3,1,4,1,1,2,2,2,3,0,1,0,1,0,1,1,1,1,1,4
632,3,0,1,3,1,4,2,2,1,0,2,2,1,1,1,1,1,1,1,14
633,2,2,0,3,2,5,1,0,2,2,0,0,1,1,1,1,1,1,1,14
634,4,0,3,1,1,2,3,1,1,0,2,0,1,1,0,1,1,1,1,21
635,2,1,3,1,0,3,1,0,3,2,1,1,1,1,1,1,1,1,1,11
636,3,2,2,1,4,1,1,3,0,1,2,1,1,1,1,1,1,1,1,24
637,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,13
638,3,1,0,3,0,3,3,1,2,0,3,0,1,1,1,1,1,1,1,11
639,3,1,1,2,2,1,4,1,1,2,0,2,0,1,1,1,1,1,1,18
640,2,1,4,0,1,4,1,1,0,2,5,2,1,1,0,1,1,1,1,10
641,3,1,1,2,2,2,0,1,2,0,2,0,1,1,1,1,1,1,1,3
642,3,2,2,0,1,2,0,0,1,2,3,0,0,1,0,1,1,1,1,10
643,3,3,2,3,0,2,0,4,1,0,1,1,1,1,1,1,1,1,1,20
644,2,1,3,1,3,2,1,1,1,1,2,0,1,1,1,1,1,1,1,14
645,3,1,0,0,2,3,2,1,0,0,2,2,1,1,0,1,1,1,1,1
646,3,2,3,1,1,2,2,0,3,2,1,0,1,1,1,1,1,1,1,3
647,3,2,1,4,2,2,0,0,2,0,2,1,1,0,1,1,1,1,1,6
648,3,2,1,3,2,3,3,2,2,1,0,2,1,0,1,1,1,1,1,17
649,3,3,1,1,0,2,2,3,1,3,0,1,1,1,1,1,1,1,1,1
650,2,1,1,1,1,3,2,1,2,2,2,3,1,1,1,1,1,1,1,50
651,5,2,0,1,1,2,0,2,1,2,1,3,1,1,1,1,1,1,1,4
652,2,2,2,0,2,2,0,0,2,1,1,3,1,1,0,1,1,1,1,5
653,2,0,2,2,1,3,2,1,0,1,3,2,1,1,1,1,1,1,1,8
654,2,0,3,1,3,3,2,1,0,0,3,1,1,1,1,1,1,1,1,64
655,2,2,1,3,1,2,3,3,2,0,0,2,1,1,1,1,1,1,1,3
656,5,0,2,0,1,1,1,1,2,1,1,2,0,0,1,1,1,1,1,1
657,2,1,2,2,1,3,0,1,2,3,1,1,1,1,1,1,1,1,1,26
